id,text,source_forum,timestamp
post_338,access to retailer network modular 1000 usd monero,exploit_in,2024-05-05 02:08:00
post_339,5k logs from hospital verified crypto,breachforums,2024-02-21 23:23:00
post_340,phishing kit major bank clone silent install bitcoin,raidforums,2024-03-20 04:06:00
post_341,leak from healthcare provider 1 million records includes ssn,darknetlive,2024-05-13 19:33:00
post_342,200k database from retailer verified monero,hackforums,2024-02-28 07:46:00
post_343,ransomware as a service guaranteed usdt only serious buyers,exploit_in,2024-05-16 19:03:00
post_344,selling 100k credential from major bank pm for price bitcoin,raidforums,2024-02-01 17:16:00
post_345,fresh malware logs 200k lines automated daily,hackforums,2024-06-08 19:44:00
post_346,100k fullz from ecommerce site verified bitcoin,exploit_in,2024-02-21 08:53:00
post_347,crypter as a service encrypted bitcoin only serious buyers,hackforums,2024-06-25 15:21:00
post_348,selling 50k fullz from healthcare provider auction btc,breachforums,2024-05-10 02:46:00
post_349,phishing kit retailer clone fud fully undetected xmr,darknetlive,2024-02-14 01:54:00
post_350,exploit for wordpress persistent negotiable escrow available,raidforums,2024-03-25 11:57:00
post_351,2 million combolist from hospital verified crypto,breachforums,2024-02-03 22:46:00
post_352,malware builder encrypted bypass wordpress bulk discount,darknetlive,2024-06-05 12:49:00
post_353,ddos source code encrypted 0.5 btc limited offer,darknetlive,2024-01-17 08:41:00
post_354,selling 500k database from social media bulk discount usdt,raidforums,2024-06-18 23:15:00
post_355,exploit for database server persistent bulk discount escrow available,hackforums,2024-04-30 15:55:00
post_356,fresh database dump 2 million records government xmr accepted,raidforums,2024-05-20 20:24:00
post_357,malware builder bypass av bypass router firmware 0.5 btc,raidforums,2024-04-24 10:07:00
post_358,fresh crypter logs 50k lines automated daily,darknetlive,2024-01-24 19:39:00
post_359,phishing kit university clone encrypted bitcoin,raidforums,2024-05-23 19:38:00
post_360,fresh stealer logs 10k lines fud fully undetected daily,darknetlive,2024-03-31 20:51:00
post_361,leak from major bank 10k records includes fullz,hackforums,2024-03-06 19:12:00
post_362,fresh credit card dump 5k records retailer monero accepted,exploit_in,2024-01-12 20:53:00
post_363,fresh account dump 2 million records crypto exchange monero accepted,raidforums,2024-01-13 17:59:00
post_364,malware builder bypass av bypass vpn client 500 usd,darknetlive,2024-06-17 19:38:00
post_365,zero day in database server no logs unpatched selling 0.5 btc,exploit_in,2024-03-21 22:47:00
post_366,access to government network tested bulk discount usdt,exploit_in,2024-06-15 05:32:00
post_367,fresh backdoor logs 10k lines modular daily,exploit_in,2024-06-21 23:57:00
post_368,zero day in windows kernel persistent unpatched selling negotiable,darknetlive,2024-06-20 01:12:00
post_369,combolist stuffing list ecommerce site 200k checked bitcoin,raidforums,2024-01-09 11:52:00
post_370,fresh logs dump 500k records government usdt accepted,darknetlive,2024-04-09 13:50:00
post_371,leak from ecommerce site 50k records includes credential,exploit_in,2024-05-30 17:47:00
post_372,malware as a service persistent usdt only serious buyers,breachforums,2024-05-11 03:24:00
post_373,1 million combolist from fortune 500 verified btc,hackforums,2024-04-29 22:59:00
post_374,selling 200k database from crypto exchange negotiable usdt,breachforums,2024-05-26 17:22:00
post_375,credit card stuffing list fortune 500 10k checked bitcoin,breachforums,2024-05-19 17:25:00
post_376,exploit for web application silent install 1000 usd escrow available,breachforums,2024-05-15 15:35:00
post_377,fresh account dump 10k records government btc accepted,breachforums,2024-06-23 10:24:00
post_378,1 million combolist from major bank verified xmr,hackforums,2024-05-04 01:18:00
post_379,exploit for apache server fud fully undetected auction escrow available,hackforums,2024-02-23 21:40:00
post_380,malware builder bypass av bypass wordpress bulk discount,darknetlive,2024-01-07 14:45:00
post_381,selling 100k fullz from major bank 500 usd xmr,raidforums,2024-02-28 08:26:00
post_382,buying logs from university paying negotiable in crypto,breachforums,2024-06-13 23:39:00
post_383,fullz stuffing list university 50k checked bitcoin,raidforums,2024-01-23 09:48:00
post_384,5k credential from retailer verified btc,hackforums,2024-05-19 09:40:00
post_385,zero day in windows kernel bypass av unpatched selling auction,raidforums,2024-01-02 18:38:00
post_386,leak from government 100k records includes combolist,hackforums,2024-06-14 16:09:00
post_387,new backdoor available fud fully undetected contact for negotiable,breachforums,2024-04-28 20:35:00
post_388,zero day in office365 encrypted unpatched selling 500 usd,hackforums,2024-04-01 04:42:00
post_389,fresh fullz dump 1 million records government crypto accepted,exploit_in,2024-06-17 09:44:00
post_390,fresh keylogger logs 5k lines encrypted daily,darknetlive,2024-04-24 11:49:00
post_391,buying ssn from crypto exchange paying negotiable in xmr,breachforums,2024-03-08 23:56:00
post_392,fresh backdoor logs 100k lines modular daily,breachforums,2024-05-31 06:58:00
post_393,leak from fortune 500 1 million records includes account,exploit_in,2024-02-04 14:32:00
post_394,fresh database dump 5k records social media usdt accepted,hackforums,2024-05-11 04:28:00
post_395,new spyware available silent install contact for negotiable,breachforums,2024-03-08 11:14:00
post_396,access to hospital network fud fully undetected 0.5 btc crypto,darknetlive,2024-01-27 22:33:00
post_397,malware builder modular bypass apache server pm for price,hackforums,2024-05-12 08:24:00
post_398,leak from university 5k records includes database,hackforums,2024-02-05 14:10:00
post_399,fresh credit card dump 1 million records fortune 500 monero accepted,darknetlive,2024-06-18 07:26:00
post_400,fresh backdoor logs 100k lines persistent daily,hackforums,2024-01-06 07:02:00
post_401,botnet source code fud fully undetected negotiable limited offer,raidforums,2024-03-07 05:33:00
post_402,backdoor source code encrypted 500 usd limited offer,raidforums,2024-02-13 07:53:00
post_403,rat source code persistent pm for price limited offer,breachforums,2024-04-26 19:37:00
post_404,stealer as a service automated bitcoin only serious buyers,hackforums,2024-06-24 13:52:00
post_405,ransomware source code automated bulk discount limited offer,hackforums,2024-01-31 02:30:00
post_406,phishing kit social media clone automated xmr,raidforums,2024-02-28 15:50:00
post_407,exploit for android bypass av 1000 usd escrow available,darknetlive,2024-06-02 17:26:00
post_408,crypter as a service fud fully undetected bitcoin only serious buyers,darknetlive,2024-06-16 06:44:00
post_409,10k fullz from fortune 500 verified usdt,darknetlive,2024-05-17 13:36:00
post_410,crypter source code encrypted 0.5 btc limited offer,raidforums,2024-04-04 17:35:00
post_411,zero day in router firmware silent install unpatched selling pm for price,hackforums,2024-06-28 05:06:00
post_412,leak from social media 5k records includes database,breachforums,2024-06-11 00:51:00
post_413,malware builder no logs bypass ios browser 0.5 btc,breachforums,2024-04-04 02:38:00
post_414,fresh rat logs 5k lines modular daily,raidforums,2024-02-14 20:31:00
post_415,selling 500k combolist from government negotiable btc,breachforums,2024-06-06 05:43:00
post_416,exploit for vpn client tested negotiable escrow available,exploit_in,2024-04-13 18:12:00
post_417,selling 100k fullz from social media 1000 usd usdt,exploit_in,2024-03-29 08:14:00
post_418,botnet as a service guaranteed xmr only serious buyers,exploit_in,2024-01-28 17:04:00
post_419,zero day in router firmware no logs unpatched selling 1000 usd,hackforums,2024-04-06 18:30:00
post_420,account stuffing list retailer 10k checked bitcoin,hackforums,2024-01-18 12:40:00
post_421,access to hospital network fud fully undetected 1000 usd btc,raidforums,2024-03-04 09:05:00
post_422,access to social media network tested 500 usd crypto,hackforums,2024-05-26 08:11:00
post_423,buying credit card from government paying auction in xmr,hackforums,2024-03-04 19:22:00
post_424,fullz stuffing list healthcare provider 100k checked usdt,raidforums,2024-05-18 01:54:00
post_425,exploit for database server persistent auction escrow available,exploit_in,2024-03-12 12:14:00
post_426,new crypter available tested contact for bulk discount,breachforums,2024-06-24 05:29:00
post_427,fresh stealer logs 2 million lines guaranteed daily,exploit_in,2024-01-26 10:23:00
post_428,malware builder encrypted bypass web application 1000 usd,raidforums,2024-03-28 11:11:00
post_429,500k logs from university verified crypto,hackforums,2024-05-26 04:36:00
post_430,malware builder silent install bypass wordpress bulk discount,breachforums,2024-02-08 15:51:00
post_431,new crypter available automated contact for auction,exploit_in,2024-05-04 09:16:00
post_432,malware builder silent install bypass android pm for price,raidforums,2024-05-01 20:06:00
post_433,fresh crypter logs 10k lines no logs daily,darknetlive,2024-01-06 13:07:00
post_434,malware builder encrypted bypass router firmware 1000 usd,darknetlive,2024-01-21 12:39:00
post_435,buying ssn from university paying 0.5 btc in usdt,darknetlive,2024-01-19 02:10:00
post_436,backdoor as a service guaranteed xmr only serious buyers,exploit_in,2024-04-23 11:47:00
post_437,leak from fortune 500 2 million records includes logs,hackforums,2024-06-28 23:05:00
post_438,new crypter available fud fully undetected contact for negotiable,breachforums,2024-04-11 16:48:00
post_439,fresh ssn dump 1 million records healthcare provider crypto accepted,hackforums,2024-03-13 14:40:00
post_440,new keylogger available encrypted contact for pm for price,raidforums,2024-05-18 08:35:00
post_441,new crypter available no logs contact for 0.5 btc,breachforums,2024-05-03 17:14:00
post_442,buying database from hospital paying 1000 usd in monero,darknetlive,2024-05-13 04:22:00
post_443,buying account from retailer paying 1000 usd in bitcoin,darknetlive,2024-02-29 00:35:00
post_444,ddos as a service guaranteed monero only serious buyers,hackforums,2024-03-08 02:27:00
post_445,leak from social media 1 million records includes combolist,breachforums,2024-02-16 04:18:00
post_446,access to ecommerce site network silent install pm for price btc,exploit_in,2024-01-05 04:03:00
post_447,selling 200k fullz from ecommerce site 1000 usd monero,raidforums,2024-01-24 04:00:00
post_448,keylogger as a service encrypted crypto only serious buyers,hackforums,2024-03-25 02:53:00
post_449,selling 1 million logs from healthcare provider bulk discount crypto,hackforums,2024-04-07 00:07:00
post_450,2 million credit card from major bank verified crypto,darknetlive,2024-05-01 12:43:00
post_451,phishing kit major bank clone bypass av btc,hackforums,2024-05-03 20:19:00
post_452,exploit for windows kernel tested 500 usd escrow available,breachforums,2024-02-12 08:37:00
post_453,500k credential from major bank verified usdt,hackforums,2024-04-05 02:15:00
post_454,buying database from major bank paying negotiable in xmr,darknetlive,2024-02-02 15:14:00
post_455,leak from government 10k records includes account,raidforums,2024-03-05 01:31:00
post_456,leak from government 1 million records includes account,exploit_in,2024-04-29 08:55:00
post_457,phishing kit social media clone no logs crypto,exploit_in,2024-04-03 14:00:00
post_458,200k credential from crypto exchange verified xmr,raidforums,2024-01-17 21:34:00
post_459,ddos as a service tested xmr only serious buyers,breachforums,2024-01-25 16:42:00
post_460,selling 200k ssn from major bank 500 usd bitcoin,raidforums,2024-01-09 18:41:00
post_461,access to major bank network bypass av 1000 usd monero,breachforums,2024-02-23 20:31:00
post_462,buying database from social media paying pm for price in crypto,breachforums,2024-03-09 16:02:00
post_463,malware builder silent install bypass database server bulk discount,exploit_in,2024-04-08 06:12:00
post_464,access to social media network bypass av pm for price btc,raidforums,2024-04-01 21:29:00
post_465,phishing kit fortune 500 clone tested crypto,darknetlive,2024-05-16 19:28:00
post_466,phishing kit university clone tested usdt,hackforums,2024-03-02 18:34:00
post_467,1 million database from retailer verified crypto,hackforums,2024-06-01 00:33:00
post_468,phishing kit ecommerce site clone fud fully undetected monero,exploit_in,2024-05-21 16:35:00
post_469,phishing kit major bank clone persistent xmr,hackforums,2024-04-03 18:15:00
post_470,zero day in office365 bypass av unpatched selling 0.5 btc,exploit_in,2024-05-03 05:31:00
